Batch 0 - Dataset Indices: [2, 2], Sample Indices: [2173, 730]
Batch 85822 - Dataset Indices: [0, 0], Sample Indices: [22706, 67947]
Batch 85823 - Dataset Indices: [2, 2], Sample Indices: [7201, 7659]
Batch 85824 - Dataset Indices: [2, 2], Sample Indices: [2755, 8326]
Batch 85825 - Dataset Indices: [0, 0], Sample Indices: [56338, 2530]
Batch 85826 - Dataset Indices: [2, 2], Sample Indices: [8220, 3283]
Batch 85827 - Dataset Indices: [1, 1], Sample Indices: [1830, 19750]
Batch 85828 - Dataset Indices: [2, 2], Sample Indices: [5061, 813]
Batch 85829 - Dataset Indices: [1, 1], Sample Indices: [16752, 3552]
Batch 85830 - Dataset Indices: [0, 0], Sample Indices: [71721, 11360]
Batch 85831 - Dataset Indices: [0, 0], Sample Indices: [16371, 17093]
Batch 85832 - Dataset Indices: [0, 0], Sample Indices: [42234, 13006]
Batch 85833 - Dataset Indices: [2, 2], Sample Indices: [627, 2219]
Batch 85834 - Dataset Indices: [0, 0], Sample Indices: [29143, 33542]
Batch 85835 - Dataset Indices: [0, 0], Sample Indices: [19393, 64062]
Batch 85836 - Dataset Indices: [0, 0], Sample Indices: [44148, 71562]
Batch 85837 - Dataset Indices: [2, 2], Sample Indices: [7560, 7387]
Batch 85838 - Dataset Indices: [0, 0], Sample Indices: [67926, 69966]
Batch 85839 - Dataset Indices: [0, 0], Sample Indices: [62195, 17573]
Batch 85840 - Dataset Indices: [1, 1], Sample Indices: [549, 16720]
Batch 85841 - Dataset Indices: [2, 2], Sample Indices: [1957, 5730]
Batch 85842 - Dataset Indices: [2, 2], Sample Indices: [1139, 5293]
Batch 85843 - Dataset Indices: [2, 2], Sample Indices: [786, 4325]
Batch 85844 - Dataset Indices: [2, 2], Sample Indices: [233, 7361]
Batch 85845 - Dataset Indices: [0, 0], Sample Indices: [57630, 1676]
Batch 85846 - Dataset Indices: [1, 1], Sample Indices: [2819, 19038]
Batch 85847 - Dataset Indices: [1, 1], Sample Indices: [6743, 14427]
Batch 85848 - Dataset Indices: [1, 1], Sample Indices: [8651, 8584]
Batch 85849 - Dataset Indices: [1, 1], Sample Indices: [20419, 16917]
Batch 85850 - Dataset Indices: [2, 2], Sample Indices: [6228, 7708]
Batch 85851 - Dataset Indices: [0, 0], Sample Indices: [472, 23172]
Batch 85852 - Dataset Indices: [2, 2], Sample Indices: [2864, 7820]
Batch 85853 - Dataset Indices: [0, 0], Sample Indices: [47089, 43097]
Batch 85854 - Dataset Indices: [1, 1], Sample Indices: [19114, 4280]
Batch 85855 - Dataset Indices: [2, 2], Sample Indices: [346, 3559]
Batch 85856 - Dataset Indices: [2, 2], Sample Indices: [1116, 4840]
Batch 85857 - Dataset Indices: [1, 1], Sample Indices: [8417, 6900]
Batch 85858 - Dataset Indices: [0, 0], Sample Indices: [21986, 70273]
Batch 85859 - Dataset Indices: [2, 2], Sample Indices: [817, 6403]
Batch 85860 - Dataset Indices: [1, 1], Sample Indices: [10390, 4362]
Batch 85861 - Dataset Indices: [1, 1], Sample Indices: [3522, 565]
Batch 85862 - Dataset Indices: [1, 1], Sample Indices: [10063, 8063]
Batch 85863 - Dataset Indices: [1, 1], Sample Indices: [19993, 11533]
Batch 85864 - Dataset Indices: [0, 0], Sample Indices: [39844, 62188]
Batch 85865 - Dataset Indices: [0, 0], Sample Indices: [20384, 13876]
Batch 85866 - Dataset Indices: [0, 0], Sample Indices: [32428, 17064]
Batch 85867 - Dataset Indices: [0, 0], Sample Indices: [70045, 27668]
Batch 85868 - Dataset Indices: [1, 1], Sample Indices: [2878, 424]
Batch 85869 - Dataset Indices: [1, 1], Sample Indices: [12574, 19401]
Batch 85870 - Dataset Indices: [1, 1], Sample Indices: [86, 19319]
Batch 85871 - Dataset Indices: [2, 2], Sample Indices: [1602, 7146]
Batch 85872 - Dataset Indices: [2, 2], Sample Indices: [624, 5241]
Batch 85873 - Dataset Indices: [1, 1], Sample Indices: [17283, 3878]
Batch 85874 - Dataset Indices: [1, 1], Sample Indices: [17061, 12969]
Batch 85875 - Dataset Indices: [0, 0], Sample Indices: [115, 50288]
Batch 85876 - Dataset Indices: [0, 0], Sample Indices: [11647, 70286]
Batch 85877 - Dataset Indices: [0, 0], Sample Indices: [44504, 64875]
Batch 85878 - Dataset Indices: [2, 2], Sample Indices: [3463, 7355]
Batch 85879 - Dataset Indices: [2, 2], Sample Indices: [2315, 4286]
Batch 85880 - Dataset Indices: [0, 0], Sample Indices: [10386, 35532]
Batch 85881 - Dataset Indices: [1, 1], Sample Indices: [19448, 14887]
Batch 85882 - Dataset Indices: [0, 0], Sample Indices: [24799, 24044]
Batch 85883 - Dataset Indices: [1, 1], Sample Indices: [4646, 10637]
Batch 85884 - Dataset Indices: [1, 1], Sample Indices: [6243, 10511]
Batch 85885 - Dataset Indices: [2, 2], Sample Indices: [5718, 2626]
Batch 85886 - Dataset Indices: [1, 1], Sample Indices: [19601, 1342]
Batch 85887 - Dataset Indices: [0, 0], Sample Indices: [41742, 39228]
Batch 85888 - Dataset Indices: [0, 0], Sample Indices: [9924, 23960]
Batch 85889 - Dataset Indices: [2, 2], Sample Indices: [826, 2837]
Batch 85890 - Dataset Indices: [0, 0], Sample Indices: [66212, 58544]
Batch 85891 - Dataset Indices: [0, 0], Sample Indices: [69576, 63873]
Batch 85892 - Dataset Indices: [0, 0], Sample Indices: [71800, 34474]
Batch 85893 - Dataset Indices: [1, 1], Sample Indices: [19755, 3770]
Batch 85894 - Dataset Indices: [1, 1], Sample Indices: [2986, 8340]
Batch 85895 - Dataset Indices: [2, 2], Sample Indices: [6003, 5795]
Batch 85896 - Dataset Indices: [2, 2], Sample Indices: [8855, 3864]
Batch 85897 - Dataset Indices: [2, 2], Sample Indices: [8731, 6435]
Batch 85898 - Dataset Indices: [1, 1], Sample Indices: [18906, 16964]
Batch 85899 - Dataset Indices: [2, 2], Sample Indices: [1135, 7470]
Batch 85900 - Dataset Indices: [1, 1], Sample Indices: [7594, 15579]
Batch 85901 - Dataset Indices: [2, 2], Sample Indices: [5667, 7113]
Batch 85902 - Dataset Indices: [1, 1], Sample Indices: [15935, 15363]
Batch 85903 - Dataset Indices: [0, 0], Sample Indices: [12972, 9620]
Batch 85904 - Dataset Indices: [0, 0], Sample Indices: [32103, 47985]
Batch 85905 - Dataset Indices: [0, 0], Sample Indices: [41201, 15106]
Batch 85906 - Dataset Indices: [0, 0], Sample Indices: [21350, 17531]
Batch 85907 - Dataset Indices: [2, 2], Sample Indices: [4680, 3728]
Batch 85908 - Dataset Indices: [2, 2], Sample Indices: [72, 5753]
Batch 85909 - Dataset Indices: [0, 0], Sample Indices: [69867, 41237]
Batch 85910 - Dataset Indices: [2, 2], Sample Indices: [4127, 6498]
Batch 85911 - Dataset Indices: [2, 2], Sample Indices: [1292, 395]
Batch 85912 - Dataset Indices: [0, 0], Sample Indices: [68710, 6066]
Batch 85913 - Dataset Indices: [2, 2], Sample Indices: [1150, 2431]
Batch 85914 - Dataset Indices: [0, 0], Sample Indices: [39264, 67977]
Batch 85915 - Dataset Indices: [1, 1], Sample Indices: [17484, 19329]
Batch 85916 - Dataset Indices: [1, 1], Sample Indices: [6528, 9802]
Batch 85917 - Dataset Indices: [0, 0], Sample Indices: [25363, 10663]
Batch 85918 - Dataset Indices: [1, 1], Sample Indices: [9287, 18738]
Batch 85919 - Dataset Indices: [0, 0], Sample Indices: [16354, 52324]
Batch 85920 - Dataset Indices: [2, 2], Sample Indices: [6047, 7619]
Batch 85921 - Dataset Indices: [0, 0], Sample Indices: [12546, 60547]
Batch 85922 - Dataset Indices: [0, 0], Sample Indices: [20, 51058]
Batch 85923 - Dataset Indices: [1, 1], Sample Indices: [3976, 7255]
Batch 85924 - Dataset Indices: [2, 2], Sample Indices: [1629, 8313]
Batch 85925 - Dataset Indices: [2, 2], Sample Indices: [5887, 5833]
Batch 85926 - Dataset Indices: [0, 0], Sample Indices: [31541, 1500]
Batch 85927 - Dataset Indices: [0, 0], Sample Indices: [45044, 16222]
Batch 85928 - Dataset Indices: [2, 2], Sample Indices: [3465, 4946]
Batch 85929 - Dataset Indices: [0, 0], Sample Indices: [38919, 8443]
Batch 85930 - Dataset Indices: [2, 2], Sample Indices: [7035, 6931]
Batch 85931 - Dataset Indices: [1, 1], Sample Indices: [11228, 9480]
Batch 85932 - Dataset Indices: [2, 2], Sample Indices: [3585, 1515]
Batch 85933 - Dataset Indices: [1, 1], Sample Indices: [15242, 13201]
Batch 85934 - Dataset Indices: [2, 2], Sample Indices: [7083, 7328]
Batch 85935 - Dataset Indices: [2, 2], Sample Indices: [2201, 3349]
Batch 85936 - Dataset Indices: [0, 0], Sample Indices: [17656, 36166]
Batch 85937 - Dataset Indices: [1, 1], Sample Indices: [2, 9425]
Batch 85938 - Dataset Indices: [0, 0], Sample Indices: [59934, 68302]
Batch 85939 - Dataset Indices: [1, 1], Sample Indices: [16661, 18179]
Batch 85940 - Dataset Indices: [0, 0], Sample Indices: [53441, 26794]
Batch 85941 - Dataset Indices: [1, 1], Sample Indices: [7112, 20018]
Batch 85942 - Dataset Indices: [2, 2], Sample Indices: [8202, 1833]
Batch 85943 - Dataset Indices: [0, 0], Sample Indices: [13661, 8705]
Batch 85944 - Dataset Indices: [2, 2], Sample Indices: [3017, 8572]
Batch 85945 - Dataset Indices: [0, 0], Sample Indices: [65880, 11798]
Batch 85946 - Dataset Indices: [0, 0], Sample Indices: [48052, 5221]
Batch 85947 - Dataset Indices: [2, 2], Sample Indices: [3763, 4282]
Batch 85948 - Dataset Indices: [0, 0], Sample Indices: [8947, 68895]
Batch 85949 - Dataset Indices: [1, 1], Sample Indices: [17396, 14527]
Batch 85950 - Dataset Indices: [2, 2], Sample Indices: [711, 1466]
Batch 85951 - Dataset Indices: [0, 0], Sample Indices: [55362, 25997]
Batch 85952 - Dataset Indices: [0, 0], Sample Indices: [48406, 43464]
Batch 85953 - Dataset Indices: [1, 1], Sample Indices: [10485, 8413]
Batch 85954 - Dataset Indices: [0, 0], Sample Indices: [27646, 31280]
Batch 85955 - Dataset Indices: [1, 1], Sample Indices: [12141, 14600]
Batch 85956 - Dataset Indices: [2, 2], Sample Indices: [8534, 2201]
Batch 85957 - Dataset Indices: [2, 2], Sample Indices: [5125, 38]
Batch 85958 - Dataset Indices: [2, 2], Sample Indices: [1131, 2413]
Batch 85959 - Dataset Indices: [0, 0], Sample Indices: [6857, 28617]
Batch 85960 - Dataset Indices: [0, 0], Sample Indices: [40610, 35105]
Batch 85961 - Dataset Indices: [2, 2], Sample Indices: [6266, 2506]
Batch 85962 - Dataset Indices: [2, 2], Sample Indices: [5789, 8783]
Batch 85963 - Dataset Indices: [2, 2], Sample Indices: [1959, 3592]
Batch 85964 - Dataset Indices: [2, 2], Sample Indices: [8245, 3637]
Batch 85965 - Dataset Indices: [0, 0], Sample Indices: [6579, 38]
Batch 85966 - Dataset Indices: [1, 1], Sample Indices: [1635, 12719]
Batch 85967 - Dataset Indices: [1, 1], Sample Indices: [18679, 11687]
Batch 85968 - Dataset Indices: [2, 2], Sample Indices: [683, 5135]
Batch 85969 - Dataset Indices: [1, 1], Sample Indices: [13346, 3458]
Batch 85970 - Dataset Indices: [2, 2], Sample Indices: [7838, 3977]
Batch 85971 - Dataset Indices: [1, 1], Sample Indices: [13455, 9150]
Batch 85972 - Dataset Indices: [0, 0], Sample Indices: [35386, 53295]
Batch 85973 - Dataset Indices: [0, 0], Sample Indices: [60723, 800]
Batch 85974 - Dataset Indices: [2, 2], Sample Indices: [6523, 8859]
Batch 85975 - Dataset Indices: [1, 1], Sample Indices: [3176, 19203]
Batch 85976 - Dataset Indices: [2, 2], Sample Indices: [6569, 7974]
Batch 85977 - Dataset Indices: [0, 0], Sample Indices: [1162, 30745]
Batch 85978 - Dataset Indices: [0, 0], Sample Indices: [37715, 3931]
Batch 85979 - Dataset Indices: [1, 1], Sample Indices: [18815, 8929]
Batch 85980 - Dataset Indices: [1, 1], Sample Indices: [17124, 1649]
Batch 85981 - Dataset Indices: [2, 2], Sample Indices: [4145, 2442]
Batch 85982 - Dataset Indices: [1, 1], Sample Indices: [3016, 11200]
Batch 85983 - Dataset Indices: [1, 1], Sample Indices: [17913, 17793]
Batch 85984 - Dataset Indices: [2, 2], Sample Indices: [4906, 7464]
Batch 85985 - Dataset Indices: [1, 1], Sample Indices: [2012, 12885]
Batch 85986 - Dataset Indices: [1, 1], Sample Indices: [3567, 6990]
Batch 85987 - Dataset Indices: [0, 0], Sample Indices: [12518, 7130]
Batch 85988 - Dataset Indices: [1, 1], Sample Indices: [654, 4890]
Batch 85989 - Dataset Indices: [1, 1], Sample Indices: [7830, 877]
Batch 85990 - Dataset Indices: [0, 0], Sample Indices: [5582, 456]
Batch 85991 - Dataset Indices: [1, 1], Sample Indices: [13887, 9441]
Batch 85992 - Dataset Indices: [2, 2], Sample Indices: [6650, 917]
Batch 85993 - Dataset Indices: [2, 2], Sample Indices: [2749, 8626]
Batch 85994 - Dataset Indices: [1, 1], Sample Indices: [856, 14270]
Batch 85995 - Dataset Indices: [1, 1], Sample Indices: [19985, 15422]
Batch 85996 - Dataset Indices: [1, 1], Sample Indices: [14068, 3735]
Batch 85997 - Dataset Indices: [1, 1], Sample Indices: [4883, 13054]
Batch 85998 - Dataset Indices: [2, 2], Sample Indices: [3325, 2590]
Batch 85999 - Dataset Indices: [1, 1], Sample Indices: [15947, 11384]
Batch 86000 - Dataset Indices: [2, 2], Sample Indices: [4478, 5004]
Batch 86001 - Dataset Indices: [1, 1], Sample Indices: [6401, 20002]
Batch 86002 - Dataset Indices: [2, 2], Sample Indices: [4801, 2836]
Batch 86003 - Dataset Indices: [2, 2], Sample Indices: [2358, 6905]
Batch 86004 - Dataset Indices: [0, 0], Sample Indices: [11257, 8695]
Batch 86005 - Dataset Indices: [2, 2], Sample Indices: [6145, 1170]
Batch 86006 - Dataset Indices: [0, 0], Sample Indices: [23194, 11704]
Batch 86007 - Dataset Indices: [2, 2], Sample Indices: [777, 3779]
Batch 86008 - Dataset Indices: [0, 0], Sample Indices: [44633, 21403]
Batch 86009 - Dataset Indices: [0, 0], Sample Indices: [66651, 16508]
Batch 86010 - Dataset Indices: [1, 1], Sample Indices: [19993, 19725]
Batch 86011 - Dataset Indices: [0, 0], Sample Indices: [36457, 27281]
Batch 86012 - Dataset Indices: [2, 2], Sample Indices: [635, 3279]
Batch 86013 - Dataset Indices: [1, 1], Sample Indices: [14545, 6844]
Batch 86014 - Dataset Indices: [1, 1], Sample Indices: [14197, 986]
Batch 86015 - Dataset Indices: [0, 0], Sample Indices: [39300, 37632]
Batch 86016 - Dataset Indices: [0, 0], Sample Indices: [12099, 55257]
Batch 86017 - Dataset Indices: [2, 2], Sample Indices: [3626, 8365]
Batch 86018 - Dataset Indices: [1, 1], Sample Indices: [2185, 6000]
Batch 86019 - Dataset Indices: [0, 0], Sample Indices: [28463, 45661]
Batch 86020 - Dataset Indices: [2, 2], Sample Indices: [692, 5711]
Batch 86021 - Dataset Indices: [1, 1], Sample Indices: [4584, 5313]
Batch 86022 - Dataset Indices: [2, 2], Sample Indices: [4972, 178]
Batch 86023 - Dataset Indices: [0, 0], Sample Indices: [49543, 53162]
Batch 86024 - Dataset Indices: [0, 0], Sample Indices: [35363, 34410]
Batch 86025 - Dataset Indices: [0, 0], Sample Indices: [70424, 52731]
Batch 86026 - Dataset Indices: [1, 1], Sample Indices: [19944, 7516]
Batch 86027 - Dataset Indices: [2, 2], Sample Indices: [6478, 187]
Batch 86028 - Dataset Indices: [0, 0], Sample Indices: [16724, 371]
Batch 86029 - Dataset Indices: [2, 2], Sample Indices: [4436, 7768]
Batch 86030 - Dataset Indices: [1, 1], Sample Indices: [13597, 13884]
Batch 86031 - Dataset Indices: [2, 2], Sample Indices: [4884, 903]
Batch 86032 - Dataset Indices: [0, 0], Sample Indices: [37890, 31130]
Batch 86033 - Dataset Indices: [1, 1], Sample Indices: [9523, 13662]
Batch 86034 - Dataset Indices: [2, 2], Sample Indices: [279, 8129]
Batch 86035 - Dataset Indices: [1, 1], Sample Indices: [15808, 8976]
Batch 86036 - Dataset Indices: [0, 0], Sample Indices: [60624, 30265]
Batch 86037 - Dataset Indices: [1, 1], Sample Indices: [18503, 9446]
Batch 86038 - Dataset Indices: [1, 1], Sample Indices: [16065, 18177]
Batch 86039 - Dataset Indices: [0, 0], Sample Indices: [16882, 56555]
Batch 86040 - Dataset Indices: [0, 0], Sample Indices: [22545, 72233]
Batch 86041 - Dataset Indices: [0, 0], Sample Indices: [61176, 1608]
Batch 86042 - Dataset Indices: [1, 1], Sample Indices: [9472, 10223]
Batch 86043 - Dataset Indices: [2, 2], Sample Indices: [4856, 7829]
Batch 86044 - Dataset Indices: [0, 0], Sample Indices: [1940, 26988]
Batch 86045 - Dataset Indices: [0, 0], Sample Indices: [40916, 47601]
Batch 86046 - Dataset Indices: [2, 2], Sample Indices: [325, 4287]
Batch 86047 - Dataset Indices: [0, 0], Sample Indices: [39469, 14467]
Batch 86048 - Dataset Indices: [0, 0], Sample Indices: [20464, 62111]
Batch 86049 - Dataset Indices: [1, 1], Sample Indices: [6961, 770]
Batch 86050 - Dataset Indices: [2, 2], Sample Indices: [3926, 5006]
Batch 86051 - Dataset Indices: [2, 2], Sample Indices: [8027, 7896]
Batch 86052 - Dataset Indices: [1, 1], Sample Indices: [13450, 8683]
Batch 86053 - Dataset Indices: [2, 2], Sample Indices: [469, 1406]
Batch 86054 - Dataset Indices: [1, 1], Sample Indices: [4534, 8364]
Batch 86055 - Dataset Indices: [1, 1], Sample Indices: [8825, 6466]
Batch 86056 - Dataset Indices: [2, 2], Sample Indices: [2116, 2184]
Batch 86057 - Dataset Indices: [1, 1], Sample Indices: [9696, 1245]
Batch 86058 - Dataset Indices: [2, 2], Sample Indices: [5123, 233]
Batch 86059 - Dataset Indices: [2, 2], Sample Indices: [3030, 2874]
Batch 86060 - Dataset Indices: [2, 2], Sample Indices: [8700, 483]
Batch 86061 - Dataset Indices: [1, 1], Sample Indices: [10949, 10469]
Batch 86062 - Dataset Indices: [2, 2], Sample Indices: [8360, 4298]
Batch 86063 - Dataset Indices: [2, 2], Sample Indices: [3284, 5283]
Batch 86064 - Dataset Indices: [2, 2], Sample Indices: [5313, 7898]
Batch 86065 - Dataset Indices: [2, 2], Sample Indices: [2202, 3112]
Batch 86066 - Dataset Indices: [2, 2], Sample Indices: [6162, 5109]
Batch 86067 - Dataset Indices: [1, 1], Sample Indices: [7163, 3270]
Batch 86068 - Dataset Indices: [2, 2], Sample Indices: [6970, 5340]
Batch 86069 - Dataset Indices: [0, 0], Sample Indices: [27621, 69154]
Batch 86070 - Dataset Indices: [2, 2], Sample Indices: [3531, 3166]
Batch 86071 - Dataset Indices: [0, 0], Sample Indices: [44988, 32209]
Batch 86072 - Dataset Indices: [2, 2], Sample Indices: [5858, 8587]
Batch 86073 - Dataset Indices: [1, 1], Sample Indices: [13821, 4172]
Batch 86074 - Dataset Indices: [1, 1], Sample Indices: [10031, 3297]
Batch 86075 - Dataset Indices: [2, 2], Sample Indices: [2228, 4823]
Batch 86076 - Dataset Indices: [1, 1], Sample Indices: [7874, 18074]
Batch 86077 - Dataset Indices: [0, 0], Sample Indices: [31141, 55470]
Batch 86078 - Dataset Indices: [2, 2], Sample Indices: [1497, 981]
Batch 86079 - Dataset Indices: [1, 1], Sample Indices: [13877, 19080]
Batch 86080 - Dataset Indices: [1, 1], Sample Indices: [19749, 18634]
Batch 86081 - Dataset Indices: [2, 2], Sample Indices: [4818, 3090]
Batch 86082 - Dataset Indices: [0, 0], Sample Indices: [45290, 14636]
Batch 86083 - Dataset Indices: [2, 2], Sample Indices: [646, 5068]
Batch 86084 - Dataset Indices: [1, 1], Sample Indices: [3150, 6950]
Batch 86085 - Dataset Indices: [0, 0], Sample Indices: [62852, 20313]
Batch 86086 - Dataset Indices: [0, 0], Sample Indices: [41575, 32537]
Batch 86087 - Dataset Indices: [1, 1], Sample Indices: [10088, 11377]
Batch 86088 - Dataset Indices: [1, 1], Sample Indices: [13723, 1531]
Batch 86089 - Dataset Indices: [2, 2], Sample Indices: [7197, 4128]
Batch 86090 - Dataset Indices: [2, 2], Sample Indices: [4831, 5530]
Batch 86091 - Dataset Indices: [0, 0], Sample Indices: [28580, 53032]
Batch 86092 - Dataset Indices: [2, 2], Sample Indices: [241, 8627]
Batch 86093 - Dataset Indices: [0, 0], Sample Indices: [48795, 24903]
Batch 86094 - Dataset Indices: [1, 1], Sample Indices: [3127, 9489]
Batch 86095 - Dataset Indices: [2, 2], Sample Indices: [7371, 1081]
Batch 86096 - Dataset Indices: [2, 2], Sample Indices: [4451, 364]
Batch 86097 - Dataset Indices: [0, 0], Sample Indices: [42063, 69802]
Batch 86098 - Dataset Indices: [1, 1], Sample Indices: [15072, 16155]
Batch 86099 - Dataset Indices: [0, 0], Sample Indices: [60378, 68889]
Batch 86100 - Dataset Indices: [2, 2], Sample Indices: [2273, 6636]
Batch 86101 - Dataset Indices: [1, 1], Sample Indices: [480, 1785]
Batch 86102 - Dataset Indices: [2, 2], Sample Indices: [6520, 7724]
Batch 86103 - Dataset Indices: [2, 2], Sample Indices: [8234, 6674]
Batch 86104 - Dataset Indices: [0, 0], Sample Indices: [60611, 13907]
Batch 86105 - Dataset Indices: [1, 1], Sample Indices: [3996, 6460]
Batch 86106 - Dataset Indices: [0, 0], Sample Indices: [35145, 68993]
Batch 86107 - Dataset Indices: [1, 1], Sample Indices: [18552, 2419]
Batch 86108 - Dataset Indices: [0, 0], Sample Indices: [40298, 67798]
